filerange 42000 42499
rangestart 42000 42499
// objectives
42148	They will soon be detected by the enemy unless they return immediately.
42149	Ships have left the dust field and are no longer under cover!

// IntelEvent: Detected by Vaygr
// FI
42150	We have been detected!
42151	Multiple enemy units detected on intercept course.
42152	Prepare for immediate attack.
42153	*** AXED *** Vaygr Hyperspace gates detected.
42154	Prepare for immediate attack. The Gates must be destroyed.

// SpeechEvent: Vaygr bringing in reinforcements
// FI
42160	*** AXED *** The Vaygr are bringing in reinforcements.
42161	*** AXED *** It is critical that we destroy the Hyperspace gates.

// SpeechEvent: Hyperspace gates destroyed
// FI
42166	*** AXED *** All enemy hyperspace gates have been destroyed
42167	*** AXED *** The Oracle is now within our grasp.

// IntelEvent: Vaygr Ships Powering Up
// FI
42170	An enemy Shipyard has been identified close to the Oracle dig site.
42171	*** AXED *** A Destroyer is docked with it and is undergoing repairs.
42172	*** AXED *** Destroy the enemy repair subsystem before it can complete repairs.
42173	*** AXED *** Two enemy Shipyards have been identified close to the Oracle dig site.
42174	*** AXED *** Two Destroyer are docked with them and are undergoing repairs.
42175	*** AXED *** Destroy the enemy repair subsystems before they can complete repairs.
42176	Destroy the Shipyard to prevent the enemy from building further reinforcements.

// FI
42177	The Vaygr Shipyard has been destroyed.

// SpeechEvent: Destroyers available
// FI
42180	We have studied the design of the Vaygr Destroyer and developed a better version of our own.
42181	*** AXED *** Construction of Hiigaran Destroyers is now available.

// SpeechEvent: Destroyer Launched
// FI
42186	*** AXED *** The enemy Destroyer has launched.
42187	*** AXED *** The second enemy Destroyer has launched.

// IntelEvent: Mobile Refinery
// FI
42190	*** AXED *** A Mobile Refinery must dock with the dig site in order to retrieve the Oracle.

// IntelEvent: Retrieve Oracle
// FI
42196	*** AXED *** We have successfully eliminated the Vaygr at Gehenna.
42197	*** AXED *** Dock a Mobile Refinery with the dig site and retrieve the Oracle.

// AutoFocusEvent: Oracle Recovered
// REFINERY PILOT
42200	Approaching entry point at One-Zero-Seven. 
42201	Standby for extraction Fleet.
42202	The Oracle has been secured.
42203	Stand by receiving crews.
// FC
42204	The Oracle is secure.
42205	Integration complete.
42206	Prepare to enter Hyperspace.
42207	Hyperspace Core anomaly detected! Jump procedures initiated! All units prepare to enter hyperspace!


// objective details
// used for 42000
42300	Destroy the Vaygr.
42301	Keep all ships in the Nebula as long as possible to avoid detection.
42302	The longer we wait to attack, the larger the Vaygr force will be.

// used for 42001
42310	Send ships to investigate the power signatures.
42311	Keep ships hidden inside the Nebula.

// used for 42202
42320	Use the Scouts' EMP ability to disable the Vaygr Proximity Sensors.
42321	Once the sensors are disabled, you will be able to attack them.

// used for 42203
42330	Focus your attacks on the Vaygr Shipyards to destroy them before the Destroyers come online.

// Player names
42390	Gehenna Defence Fleet
42391	Hiigaran Navy
42392	Oracle Dig Site

// pings
42400	Mining Operation Alpha
42401	Mining Operation Beta
42402	Mining Operation Delta
42403	Mining Operation Tango
42404	Vaygr Destroyers
42405	Gehenna
42406	Garrison
42407	Vaygr

// ping details
// details used for 42406
42420	Destroy the Vaygr Garrison

// details used for 42400 -> 42401
42430	Destroy this to slow down the Vaygr attack

// details for 42404
42440	Destroy the Vaygr Shipyard

// details for 42405
42450	Dock a Marine Frigate with the dig site


rangeend
